Tipo Cinfig. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Costo Mensile
Pseudo-Casuale, 10, sabato, "[00:00:01; 00:00:01]", "[1.033051; 1.039495]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -441328.000000
Pseudo-Casuale, 10, domenica, "[00:00:01; 00:00:01]", "[1.029156; 1.035698]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -404926.000000
Selettiva, 3, lunedì, "[00:06:29; 00:06:41]", "[8.591380; 8.764858]", "[00:01:36; 00:05:54]", "[1231.685547; 1286.914453]", "[4084.800716; 4141.399284]", 10, 886773.000000
Selettiva, 3, martedì, "[00:06:19; 00:06:29]", "[8.421269; 8.577332]", "[00:01:08; 00:04:14]", "[1094.189063; 1145.810937]", "[3934.155351; 3987.744649]", 10, 798628.500000
Selettiva, 3, mercoledì, "[00:06:36; 00:06:49]", "[8.737726; 8.889498]", "[00:01:49; 00:06:42]", "[1308.998055; 1361.801945]", "[4162.401890; 4220.798110]", 10, 934788.000000
Selettiva, 3, giovedì, "[00:06:34; 00:06:47]", "[8.742318; 8.903991]", "[00:02:00; 00:07:25]", "[1269.883977; 1321.816023]", "[4144.265548; 4199.434452]", 10, 910465.500000
Selettiva, 3, venerdì, "[00:06:33; 00:06:46]", "[8.731727; 8.887037]", "[00:01:50; 00:06:49]", "[1230.924701; 1281.875299]", "[4112.035630; 4167.464370]", 10, 885832.500000
Selettiva, 3, sabato, "[00:06:12; 00:06:21]", "[8.265577; 8.396829]", "[00:00:51; 00:03:10]", "[1054.752815; 1107.247185]", "[3869.193558; 3919.606442]", 10, 773232.000000
Selettiva, 3, domenica, "[00:05:38; 00:05:49]", "[7.578161; 7.771552]", "[00:01:28; 00:05:25]", "[871.478288; 927.021712]", "[3561.404015; 3620.695985]", 10, 547350.000000
Selettiva, 4, lunedì, "[00:03:54; 00:04:03]", "[4.231670; 4.321672]", "[00:00:53; 00:03:18]", "[713.385156; 742.114844]", "[4084.800716; 4141.399284]", 10, 323657.000000
Selettiva, 4, martedì, "[00:03:49; 00:03:57]", "[4.158936; 4.234478]", "[00:00:45; 00:02:49]", "[648.675184; 674.424816]", "[3934.155351; 3987.744649]", 10, 288501.500000
Selettiva, 4, mercoledì, "[00:03:54; 00:04:05]", "[4.233719; 4.327761]", "[00:01:09; 00:04:15]", "[749.520208; 777.479792]", "[4162.401890; 4220.798110]", 10, 342752.000000
Selettiva, 4, giovedì, "[00:03:53; 00:04:04]", "[4.214199; 4.317168]", "[00:01:27; 00:05:23]", "[732.202222; 760.797778]", "[4144.265548; 4199.434452]", 10, 333144.500000
Selettiva, 4, venerdì, "[00:03:52; 00:04:03]", "[4.187245; 4.277617]", "[00:01:10; 00:04:21]", "[715.634293; 743.065707]", "[4112.035630; 4167.464370]", 10, 323817.500000
Selettiva, 4, sabato, "[00:03:47; 00:03:54]", "[4.130175; 4.206629]", "[00:00:37; 00:02:18]", "[624.922680; 648.677320]", "[3869.193558; 3919.606442]", 10, 275648.000000
Selettiva, 4, domenica, "[00:03:32; 00:03:41]", "[3.959160; 4.054515]", "[00:00:50; 00:03:05]", "[526.223137; 549.476863]", "[3561.404015; 3620.695985]", 10, 225378.500000
Selettiva, 5, lunedì, "[00:01:41; 00:01:53]", "[2.717755; 2.918428]", "[00:01:40; 00:06:12]", "[37.355849; 53.144151]", "[4084.800716; 4141.399284]", 10, -330029.000000
Selettiva, 5, martedì, "[00:01:22; 00:01:35]", "[2.388986; 2.609599]", "[00:02:04; 00:07:39]", "[12.336829; 24.363171]", "[3934.155351; 3987.744649]", 10, -332475.500000
Selettiva, 5, mercoledì, "[00:01:50; 00:02:03]", "[2.864845; 3.073321]", "[00:01:53; 00:06:59]", "[47.163577; 63.036423]", "[4162.401890; 4220.798110]", 10, -331184.000000
Selettiva, 5, giovedì, "[00:01:41; 00:01:53]", "[2.713177; 2.913634]", "[00:01:42; 00:06:18]", "[36.348181; 50.251819]", "[4144.265548; 4199.434452]", 10, -336486.500000
Selettiva, 5, venerdì, "[00:01:34; 00:01:46]", "[2.591018; 2.780083]", "[00:01:36; 00:05:55]", "[24.545046; 37.954954]", "[4112.035630; 4167.464370]", 10, -340827.500000
Selettiva, 5, sabato, "[00:01:16; 00:01:30]", "[2.293441; 2.519798]", "[00:02:08; 00:07:55]", "[12.742969; 23.657031]", "[3869.193558; 3919.606442]", 10, -326576.000000
Selettiva, 5, domenica, "[00:01:09; 00:01:22]", "[2.183615; 2.388942]", "[00:01:57; 00:07:11]", "[6.523956; 16.376044]", "[3561.404015; 3620.695985]", 10, -303324.500000
Selettiva, 6, lunedì, "[00:01:41; 00:01:53]", "[2.717755; 2.918428]", "[00:01:40; 00:06:12]", "[37.355849; 53.144151]", "[4084.800716; 4141.399284]", 10, -327429.000000
Selettiva, 6, martedì, "[00:01:22; 00:01:35]", "[2.388986; 2.609599]", "[00:02:04; 00:07:39]", "[12.336829; 24.363171]", "[3934.155351; 3987.744649]", 10, -329875.500000
Selettiva, 6, mercoledì, "[00:01:50; 00:02:03]", "[2.864845; 3.073321]", "[00:01:53; 00:06:59]", "[47.163577; 63.036423]", "[4162.401890; 4220.798110]", 10, -328584.000000
Selettiva, 6, giovedì, "[00:01:41; 00:01:53]", "[2.713177; 2.913634]", "[00:01:42; 00:06:18]", "[36.348181; 50.251819]", "[4144.265548; 4199.434452]", 10, -333886.500000
Selettiva, 6, venerdì, "[00:01:34; 00:01:46]", "[2.591018; 2.780083]", "[00:01:36; 00:05:55]", "[24.545046; 37.954954]", "[4112.035630; 4167.464370]", 10, -338227.500000
Selettiva, 6, sabato, "[00:01:16; 00:01:30]", "[2.293441; 2.519798]", "[00:02:08; 00:07:55]", "[12.742969; 23.657031]", "[3869.193558; 3919.606442]", 10, -323976.000000
Selettiva, 6, domenica, "[00:01:09; 00:01:22]", "[2.183615; 2.388942]", "[00:01:57; 00:07:11]", "[6.523956; 16.376044]", "[3561.404015; 3620.695985]", 10, -300724.500000
Selettiva, 7, lunedì, "[00:01:32; 00:01:44]", "[2.446605; 2.628794]", "[00:01:34; 00:05:49]", "[37.355849; 53.144151]", "[4084.800716; 4141.399284]", 10, -324829.000000
Selettiva, 7, martedì, "[00:01:15; 00:01:28]", "[2.177074; 2.384798]", "[00:01:59; 00:07:19]", "[12.336829; 24.363171]", "[3934.155351; 3987.744649]", 10, -327275.500000
Selettiva, 7, mercoledì, "[00:01:41; 00:01:54]", "[2.588833; 2.786048]", "[00:01:49; 00:06:44]", "[47.163577; 63.036423]", "[4162.401890; 4220.798110]", 10, -325984.000000
Selettiva, 7, giovedì, "[00:01:33; 00:01:45]", "[2.452879; 2.639673]", "[00:01:37; 00:06:00]", "[36.348181; 50.251819]", "[4144.265548; 4199.434452]", 10, -331286.500000
Selettiva, 7, venerdì, "[00:01:26; 00:01:38]", "[2.352669; 2.538487]", "[00:01:36; 00:05:54]", "[24.545046; 37.954954]", "[4112.035630; 4167.464370]", 10, -335627.500000
Selettiva, 7, sabato, "[00:01:09; 00:01:23]", "[2.087499; 2.296504]", "[00:02:00; 00:07:24]", "[12.742969; 23.657031]", "[3869.193558; 3919.606442]", 10, -321376.000000
Selettiva, 7, domenica, "[00:01:03; 00:01:16]", "[1.985516; 2.191110]", "[00:01:58; 00:07:18]", "[6.523956; 16.376044]", "[3561.404015; 3620.695985]", 10, -298124.500000
Selettiva, 8, lunedì, "[00:00:10; 00:00:11]", "[1.187424; 1.199927]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -472772.000000
Selettiva, 8, martedì, "[00:00:08; 00:00:09]", "[1.162376; 1.174793]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -454514.000000
Selettiva, 8, mercoledì, "[00:00:10; 00:00:11]", "[1.195708; 1.208674]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -482192.000000
Selettiva, 8, giovedì, "[00:00:10; 00:00:11]", "[1.188553; 1.200906]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -479822.000000
Selettiva, 8, venerdì, "[00:00:09; 00:00:10]", "[1.179084; 1.191459]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -475970.000000
Selettiva, 8, sabato, "[00:00:08; 00:00:09]", "[1.159636; 1.172188]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -446528.000000
Selettiva, 8, domenica, "[00:00:07; 00:00:08]", "[1.143677; 1.156372]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -410126.000000
Selettiva, 9, lunedì, "[00:00:10; 00:00:11]", "[1.187424; 1.199927]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -470172.000000
Selettiva, 9, martedì, "[00:00:08; 00:00:09]", "[1.162376; 1.174793]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -451914.000000
Selettiva, 9, mercoledì, "[00:00:10; 00:00:11]", "[1.195708; 1.208674]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -479592.000000
Selettiva, 9, giovedì, "[00:00:10; 00:00:11]", "[1.188553; 1.200906]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -477222.000000
Selettiva, 9, venerdì, "[00:00:09; 00:00:10]", "[1.179084; 1.191459]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -473370.000000
Selettiva, 9, sabato, "[00:00:08; 00:00:09]", "[1.159636; 1.172188]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -443928.000000
Selettiva, 9, domenica, "[00:00:07; 00:00:08]", "[1.143677; 1.156372]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -407526.000000
Selettiva, 10, lunedì, "[00:00:08; 00:00:09]", "[1.143156; 1.153942]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -467572.000000
Selettiva, 10, martedì, "[00:00:07; 00:00:08]", "[1.122098; 1.132360]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -449314.000000
Selettiva, 10, mercoledì, "[00:00:09; 00:00:10]", "[1.149700; 1.160521]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -476992.000000
Selettiva, 10, giovedì, "[00:00:08; 00:00:09]", "[1.144447; 1.154738]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -474622.000000
Selettiva, 10, venerdì, "[00:00:08; 00:00:09]", "[1.136439; 1.146783]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -470770.000000
Selettiva, 10, sabato, "[00:00:07; 00:00:08]", "[1.120325; 1.131278]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -441328.000000
Selettiva, 10, domenica, "[00:00:06; 00:00:07]", "[1.108065; 1.119197]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -404926.000000
Selettiva con fila condivisa, 3, lunedì, "[00:07:11; 00:07:24]", "[9.422893; 9.612686]", "[00:01:53; 00:06:56]", "[1226.416321; 1280.883679]", "[4084.800716; 4141.399284]", 10, 1006776.000000
Selettiva con fila condivisa, 3, martedì, "[00:07:00; 00:07:11]", "[9.236743; 9.413287]", "[00:01:24; 00:05:13]", "[1088.429907; 1139.470093]", "[3934.155351; 3987.744649]", 10, 913827.000000
Selettiva con fila condivisa, 3, mercoledì, "[00:07:18; 00:07:33]", "[9.575034; 9.744768]", "[00:02:31; 00:09:18]", "[1304.077227; 1358.222773]", "[4162.401890; 4220.798110]", 10, 1057986.000000
Selettiva con fila condivisa, 3, giovedì, "[00:07:16; 00:07:32]", "[9.585623; 9.768501]", "[00:02:44; 00:10:07]", "[1265.693780; 1317.406220]", "[4144.265548; 4199.434452]", 10, 1033041.000000
Selettiva con fila condivisa, 3, venerdì, "[00:07:15; 00:07:30]", "[9.576338; 9.757985]", "[00:02:39; 00:09:47]", "[1227.249572; 1278.850428]", "[4112.035630; 4167.464370]", 10, 1008015.000000
Selettiva con fila condivisa, 3, sabato, "[00:06:52; 00:07:02]", "[9.048551; 9.204712]", "[00:01:13; 00:04:29]", "[1048.365268; 1101.534732]", "[3869.193558; 3919.606442]", 10, 769602.000000
Selettiva con fila condivisa, 3, domenica, "[00:06:12; 00:06:26]", "[8.261165; 8.490180]", "[00:02:01; 00:07:27]", "[867.176286; 922.223714]", "[3561.404015; 3620.695985]", 10, 652351.500000
Selettiva con fila condivisa, 4, lunedì, "[00:04:16; 00:04:26]", "[4.495418; 4.586803]", "[00:01:09; 00:04:16]", "[712.123193; 740.476807]", "[4084.800716; 4141.399284]", 10, 446180.000000
Selettiva con fila condivisa, 4, martedì, "[00:04:11; 00:04:21]", "[4.429483; 4.515212]", "[00:01:00; 00:03:42]", "[646.212011; 671.687989]", "[3934.155351; 3987.744649]", 10, 405770.000000
Selettiva con fila condivisa, 4, mercoledì, "[00:04:17; 00:04:29]", "[4.499436; 4.609866]", "[00:01:43; 00:06:21]", "[746.691408; 777.008592]", "[4162.401890; 4220.798110]", 10, 467510.000000
Selettiva con fila condivisa, 4, giovedì, "[00:04:15; 00:04:28]", "[4.474660; 4.593121]", "[00:02:01; 00:07:27]", "[731.272874; 760.727126]", "[4144.265548; 4199.434452]", 10, 458000.000000
Selettiva con fila condivisa, 4, venerdì, "[00:04:15; 00:04:27]", "[4.458182; 4.565655]", "[00:01:42; 00:06:17]", "[713.712956; 741.487044]", "[4112.035630; 4167.464370]", 10, 446960.000000
Selettiva con fila condivisa, 4, sabato, "[00:04:09; 00:04:18]", "[4.406320; 4.489861]", "[00:00:52; 00:03:14]", "[622.468552; 645.731448]", "[3869.193558; 3919.606442]", 10, 390860.000000
Selettiva con fila condivisa, 4, domenica, "[00:03:52; 00:04:02]", "[4.215345; 4.318667]", "[00:01:11; 00:04:23]", "[523.362172; 547.237828]", "[3561.404015; 3620.695985]", 10, 223848.500000
Selettiva con fila condivisa, 5, lunedì, "[00:02:18; 00:02:29]", "[2.705614; 2.829873]", "[00:01:23; 00:05:07]", "[96.405245; 120.294755]", "[4084.800716; 4141.399284]", 10, -168776.000000
Selettiva con fila condivisa, 5, martedì, "[00:02:05; 00:02:16]", "[2.511258; 2.634168]", "[00:01:19; 00:04:52]", "[59.511651; 76.988349]", "[3934.155351; 3987.744649]", 10, -183707.000000
Selettiva con fila condivisa, 5, mercoledì, "[00:02:24; 00:02:37]", "[2.792945; 2.927686]", "[00:01:41; 00:06:15]", "[113.143984; 134.356016]", "[4162.401890; 4220.798110]", 10, -164246.000000
Selettiva con fila condivisa, 5, giovedì, "[00:02:19; 00:02:32]", "[2.715691; 2.854101]", "[00:01:58; 00:07:15]", "[96.082915; 117.117085]", "[4144.265548; 4199.434452]", 10, -173351.000000
Selettiva con fila condivisa, 5, venerdì, "[00:02:16; 00:02:28]", "[2.658983; 2.777821]", "[00:01:31; 00:05:38]", "[81.900005; 100.799995]", "[4112.035630; 4167.464370]", 10, -180575.000000
Selettiva con fila condivisa, 5, sabato, "[00:02:01; 00:02:12]", "[2.457443; 2.585662]", "[00:01:20; 00:04:57]", "[55.962974; 73.537026]", "[3869.193558; 3919.606442]", 10, -181814.000000
Selettiva con fila condivisa, 5, domenica, "[00:01:47; 00:02:00]", "[2.300754; 2.443604]", "[00:01:48; 00:06:39]", "[45.008385; 60.891615]", "[3561.404015; 3620.695985]", 10, -278424.500000
Selettiva con fila condivisa, 6, lunedì, "[00:01:01; 00:01:07]", "[2.089989; 2.187559]", "[00:00:22; 00:01:21]", "[56.524008; 73.275992]", "[4084.800716; 4141.399284]", 10, -315639.000000
Selettiva con fila condivisa, 6, martedì, "[00:00:53; 00:00:59]", "[1.936980; 2.033446]", "[00:00:22; 00:01:23]", "[30.445076; 43.254924]", "[3934.155351; 3987.744649]", 10, -437604.000000
Selettiva con fila condivisa, 6, mercoledì, "[00:01:05; 00:01:11]", "[2.159283; 2.261220]", "[00:00:22; 00:01:24]", "[67.370772; 83.029228]", "[4162.401890; 4220.798110]", 10, -316524.000000
Selettiva con fila condivisa, 6, giovedì, "[00:01:02; 00:01:08]", "[2.102969; 2.193904]", "[00:00:19; 00:01:12]", "[55.916247; 71.083753]", "[4144.265548; 4199.434452]", 10, -321766.500000
Selettiva con fila condivisa, 6, venerdì, "[00:00:59; 00:01:04]", "[2.044641; 2.126401]", "[00:00:15; 00:00:57]", "[45.262771; 59.537229]", "[4112.035630; 4167.464370]", 10, -325537.500000
Selettiva con fila condivisa, 6, sabato, "[00:00:50; 00:00:56]", "[1.895184; 1.993928]", "[00:00:22; 00:01:24]", "[29.300793; 42.099207]", "[3869.193558; 3919.606442]", 10, -430308.000000
Selettiva con fila condivisa, 6, domenica, "[00:00:46; 00:00:52]", "[1.819853; 1.912487]", "[00:00:20; 00:01:14]", "[22.914551; 35.785449]", "[3561.404015; 3620.695985]", 10, -397716.000000
Selettiva con fila condivisa, 7, lunedì, "[00:00:53; 00:00:58]", "[1.826948; 1.910436]", "[00:00:20; 00:01:16]", "[55.477199; 71.222801]", "[4084.800716; 4141.399284]", 10, -437362.000000
Selettiva con fila condivisa, 7, martedì, "[00:00:46; 00:00:52]", "[1.723076; 1.807882]", "[00:00:21; 00:01:18]", "[30.193496; 42.906504]", "[3934.155351; 3987.744649]", 10, -435184.000000
Selettiva con fila condivisa, 7, mercoledì, "[00:00:57; 00:01:02]", "[1.887536; 1.971938]", "[00:00:20; 00:01:15]", "[66.541974; 81.858026]", "[4162.401890; 4220.798110]", 10, -440272.000000
Selettiva con fila condivisa, 7, giovedì, "[00:00:54; 00:00:59]", "[1.845364; 1.926417]", "[00:00:18; 00:01:09]", "[55.471659; 69.528341]", "[4144.265548; 4199.434452]", 10, -444922.000000
Selettiva con fila condivisa, 7, venerdì, "[00:00:52; 00:00:56]", "[1.807503; 1.878298]", "[00:00:14; 00:00:53]", "[45.087422; 59.112578]", "[4112.035630; 4167.464370]", 10, -447310.000000
Selettiva con fila condivisa, 7, sabato, "[00:00:44; 00:00:49]", "[1.686519; 1.771040]", "[00:00:20; 00:01:15]", "[29.016485; 41.783515]", "[3869.193558; 3919.606442]", 10, -427888.000000
Selettiva con fila condivisa, 7, domenica, "[00:00:40; 00:00:46]", "[1.630736; 1.709844]", "[00:00:18; 00:01:07]", "[22.609924; 35.590076]", "[3561.404015; 3620.695985]", 10, -395266.000000
Selettiva con fila condivisa, 8, lunedì, "[00:00:09; 00:00:10]", "[1.147883; 1.163514]", "[00:00:00; 00:00:03]", "[-0.118041; 0.618041]", "[4084.800716; 4141.399284]", 10, -472622.000000
Selettiva con fila condivisa, 8, martedì, "[00:00:08; 00:00:09]", "[1.125354; 1.139501]", "[00:00:00; 00:00:02]", "[-0.054650; 0.154650]", "[3934.155351; 3987.744649]", 10, -454484.000000
Selettiva con fila condivisa, 8, mercoledì, "[00:00:10; 00:00:11]", "[1.155551; 1.170582]", "[00:00:00; 00:00:03]", "[-0.163950; 0.463950]", "[4162.401890; 4220.798110]", 10, -482102.000000
Selettiva con fila condivisa, 8, giovedì, "[00:00:09; 00:00:10]", "[1.148801; 1.163790]", "[00:00:00; 00:00:02]", "[-0.044050; 0.244050]", "[4144.265548; 4199.434452]", 10, -479762.000000
Selettiva con fila condivisa, 8, venerdì, "[00:00:09; 00:00:10]", "[1.139058; 1.153836]", "[00:00:00; 00:00:03]", "[-0.044050; 0.244050]", "[4112.035630; 4167.464370]", 10, -475910.000000
Selettiva con fila condivisa, 8, sabato, "[00:00:08; 00:00:09]", "[1.123048; 1.137695]", "[00:00:00; 00:00:03]", "[-0.054650; 0.154650]", "[3869.193558; 3919.606442]", 10, -446498.000000
Selettiva con fila condivisa, 8, domenica, "[00:00:07; 00:00:08]", "[1.110875; 1.124697]", "[00:00:00; 00:00:02]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -410126.000000
Selettiva con fila condivisa, 9, lunedì, "[00:00:07; 00:00:07]", "[1.127442; 1.141017]", "[00:00:00; 00:00:01]", "[-0.118041; 0.618041]", "[4084.800716; 4141.399284]", 10, -470022.000000
Selettiva con fila condivisa, 9, martedì, "[00:00:05; 00:00:06]", "[1.106941; 1.119463]", "[00:00:00; 00:00:01]", "[-0.054650; 0.154650]", "[3934.155351; 3987.744649]", 10, -451884.000000
Selettiva con fila condivisa, 9, mercoledì, "[00:00:07; 00:00:08]", "[1.134316; 1.147420]", "[00:00:00; 00:00:01]", "[-0.163950; 0.463950]", "[4162.401890; 4220.798110]", 10, -479502.000000
Selettiva con fila condivisa, 9, giovedì, "[00:00:07; 00:00:07]", "[1.128415; 1.141957]", "[00:00:00; 00:00:01]", "[-0.044050; 0.244050]", "[4144.265548; 4199.434452]", 10, -477162.000000
Selettiva con fila condivisa, 9, venerdì, "[00:00:06; 00:00:07]", "[1.119592; 1.132467]", "[00:00:00; 00:00:01]", "[-0.044050; 0.244050]", "[4112.035630; 4167.464370]", 10, -473310.000000
Selettiva con fila condivisa, 9, sabato, "[00:00:05; 00:00:06]", "[1.105211; 1.118085]", "[00:00:00; 00:00:01]", "[-0.054650; 0.154650]", "[3869.193558; 3919.606442]", 10, -443898.000000
Selettiva con fila condivisa, 9, domenica, "[00:00:05; 00:00:05]", "[1.094330; 1.106793]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -407526.000000
Selettiva con fila condivisa, 10, lunedì, "[00:00:05; 00:00:06]", "[1.093236; 1.105077]", "[00:00:00; 00:00:01]", "[-0.118041; 0.618041]", "[4084.800716; 4141.399284]", 10, -467422.000000
Selettiva con fila condivisa, 10, martedì, "[00:00:04; 00:00:05]", "[1.077423; 1.087816]", "[00:00:00; 00:00:01]", "[-0.054650; 0.154650]", "[3934.155351; 3987.744649]", 10, -449284.000000
Selettiva con fila condivisa, 10, mercoledì, "[00:00:06; 00:00:07]", "[1.099229; 1.110299]", "[00:00:00; 00:00:01]", "[-0.163950; 0.463950]", "[4162.401890; 4220.798110]", 10, -476902.000000
Selettiva con fila condivisa, 10, giovedì, "[00:00:06; 00:00:06]", "[1.094605; 1.105747]", "[00:00:00; 00:00:01]", "[-0.044050; 0.244050]", "[4144.265548; 4199.434452]", 10, -474562.000000
Selettiva con fila condivisa, 10, venerdì, "[00:00:05; 00:00:06]", "[1.087455; 1.098094]", "[00:00:00; 00:00:01]", "[-0.044050; 0.244050]", "[4112.035630; 4167.464370]", 10, -470710.000000
Selettiva con fila condivisa, 10, sabato, "[00:00:04; 00:00:05]", "[1.076134; 1.087134]", "[00:00:00; 00:00:01]", "[-0.054650; 0.154650]", "[3869.193558; 3919.606442]", 10, -441298.000000
Selettiva con fila condivisa, 10, domenica, "[00:00:04; 00:00:05]", "[1.067880; 1.078867]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -404926.000000
3 selettive più casse a file condivisa, 1, lunedì, "[00:03:54; 00:04:03]", "[4.231670; 4.321672]", "[00:00:53; 00:03:18]", "[713.385156; 742.114844]", "[4084.800716; 4141.399284]", 10, 315857.000000
3 selettive più casse a file condivisa, 1, martedì, "[00:03:49; 00:03:57]", "[4.158936; 4.234478]", "[00:00:45; 00:02:49]", "[648.675184; 674.424816]", "[3934.155351; 3987.744649]", 10, 280701.500000
3 selettive più casse a file condivisa, 1, mercoledì, "[00:03:54; 00:04:05]", "[4.233719; 4.327761]", "[00:01:09; 00:04:15]", "[749.520208; 777.479792]", "[4162.401890; 4220.798110]", 10, 334952.000000
3 selettive più casse a file condivisa, 1, giovedì, "[00:03:53; 00:04:04]", "[4.214199; 4.317168]", "[00:01:27; 00:05:23]", "[732.202222; 760.797778]", "[4144.265548; 4199.434452]", 10, 325344.500000
3 selettive più casse a file condivisa, 1, venerdì, "[00:03:52; 00:04:03]", "[4.187245; 4.277617]", "[00:01:10; 00:04:21]", "[715.634293; 743.065707]", "[4112.035630; 4167.464370]", 10, 316017.500000
3 selettive più casse a file condivisa, 1, sabato, "[00:03:47; 00:03:54]", "[4.130175; 4.206629]", "[00:00:37; 00:02:18]", "[624.922680; 648.677320]", "[3869.193558; 3919.606442]", 10, 267848.000000
